id,sentence,difficulty
871,Voici mon chat.,A1
872,Il fait beau aujourd'hui.,A1
873,Voici mon chat.,A1
874,J'aime le chocolat.,A1
875,Nous allons à l'école.,A1
876,J'aime le chocolat.,A1
877,Tu as un livre.,A1
878,Tu as un livre.,A1
879,Voici mon chat.,A1
880,Il fait beau aujourd'hui.,A1
881,Tu as un livre.,A1
882,J'aime le chocolat.,A1
883,Elle est ma soeur.,A1
884,Je m'appelle Marie.,A1
885,Il fait beau aujourd'hui.,A1
886,Il a un chien.,A1
887,Il fait beau aujourd'hui.,A1
888,Nous allons à l'école.,A1
889,Elle est ma soeur.,A1
890,Elle est ma soeur.,A1
891,Tu as un livre.,A1
892,Voici mon chat.,A1
893,Voici mon chat.,A1
894,"Bonjour, comment ça va?",A1
895,Tu as un livre.,A1
896,J'aime le chocolat.,A1
897,Il fait beau aujourd'hui.,A1
898,Il a un chien.,A1
899,Il a un chien.,A1
900,Je m'appelle Marie.,A1
901,Elle est ma soeur.,A1
902,Elle est ma soeur.,A1
903,Je m'appelle Marie.,A1
904,Je m'appelle Marie.,A1
905,Voici mon chat.,A1
906,Voici mon chat.,A1
907,Tu as un livre.,A1
908,Je m'appelle Marie.,A1
909,Il a un chien.,A1
910,Il fait beau aujourd'hui.,A1
911,Je suis étudiant.,A1
912,Je suis étudiant.,A1
913,Il fait beau aujourd'hui.,A1
914,Nous allons à l'école.,A1
915,Voici mon chat.,A1
916,"Bonjour, comment ça va?",A1
917,Elle est ma soeur.,A1
918,Je m'appelle Marie.,A1
919,Je m'appelle Marie.,A1
920,"Bonjour, comment ça va?",A1
921,Voici mon chat.,A1
922,Elle est ma soeur.,A1
923,Je suis étudiant.,A1
924,J'aime le chocolat.,A1
925,Il fait beau aujourd'hui.,A1
926,J'aime le chocolat.,A1
927,"Bonjour, comment ça va?",A1
928,J'aime le chocolat.,A1
929,Tu as un livre.,A1
930,Il fait beau aujourd'hui.,A1
931,Il fait beau aujourd'hui.,A1
932,Il fait beau aujourd'hui.,A1
933,Je m'appelle Marie.,A1
934,Il a un chien.,A1
935,"Bonjour, comment ça va?",A1
936,Elle est ma soeur.,A1
937,Je suis étudiant.,A1
938,Il a un chien.,A1
939,Nous allons à l'école.,A1
940,Elle est ma soeur.,A1
941,J'aime le chocolat.,A1
942,Je m'appelle Marie.,A1
943,Il fait beau aujourd'hui.,A1
944,"Bonjour, comment ça va?",A1
945,"Bonjour, comment ça va?",A1
946,Tu as un livre.,A1
947,Elle est ma soeur.,A1
948,Il a un chien.,A1
949,Je suis étudiant.,A1
950,Tu as un livre.,A1
951,"Bonjour, comment ça va?",A1
952,Je suis étudiant.,A1
953,Je m'appelle Marie.,A1
954,J'aime le chocolat.,A1
955,Elle est ma soeur.,A1
956,Elle est ma soeur.,A1
957,Il a un chien.,A1
958,Il fait beau aujourd'hui.,A1
959,Voici mon chat.,A1
960,Je m'appelle Marie.,A1
961,Je m'appelle Marie.,A1
962,Je m'appelle Marie.,A1
963,Il a un chien.,A1
964,Nous allons à l'école.,A1
965,"Bonjour, comment ça va?",A1
966,Nous allons à l'école.,A1
967,Nous allons à l'école.,A1
968,Voici mon chat.,A1
969,Tu as un livre.,A1
970,Je suis étudiant.,A1
971,"Bonjour, comment ça va?",A1
972,Nous allons à l'école.,A1
973,Il fait beau aujourd'hui.,A1
974,Je suis étudiant.,A1
975,Il a un chien.,A1
976,Voici mon chat.,A1
977,Il fait beau aujourd'hui.,A1
978,Je m'appelle Marie.,A1
979,Il fait beau aujourd'hui.,A1
980,Il fait beau aujourd'hui.,A1
981,Voici mon chat.,A1
982,"Bonjour, comment ça va?",A1
983,Il fait beau aujourd'hui.,A1
984,Voici mon chat.,A1
985,"Bonjour, comment ça va?",A1
986,Nous allons à l'école.,A1
987,"Bonjour, comment ça va?",A1
988,Tu as un livre.,A1
989,Je suis étudiant.,A1
990,Je suis étudiant.,A1
991,Voici mon chat.,A1
992,Je suis étudiant.,A1
993,"Bonjour, comment ça va?",A1
994,Je m'appelle Marie.,A1
995,Il fait beau aujourd'hui.,A1
996,"Bonjour, comment ça va?",A1
997,"Bonjour, comment ça va?",A1
998,Il fait beau aujourd'hui.,A1
999,J'aime le chocolat.,A1
0,Elle travaille dans une banque.,A2
1,Je vais au supermarché.,A2
2,Nous avons une grande maison.,A2
3,Il fait froid aujourd'hui.,A2
4,Je vais au supermarché.,A2
5,Elle a deux frères et une sœur.,A2
6,Nous avons une grande maison.,A2
7,"Je voudrais un café, s'il vous plaît.",A2
8,Il aime jouer au football.,A2
9,Elle travaille dans une banque.,A2
10,Elle a deux frères et une sœur.,A2
11,Nous avons une grande maison.,A2
12,Nous avons une grande maison.,A2
13,Elle a deux frères et une sœur.,A2
14,"Je voudrais un café, s'il vous plaît.",A2
15,Il aime jouer au football.,A2
16,Elle travaille dans une banque.,A2
17,Je vais au supermarché.,A2
18,Tu as un joli sourire.,A2
19,Elle travaille dans une banque.,A2
20,"Je voudrais un café, s'il vous plaît.",A2
21,Elle a deux frères et une sœur.,A2
22,Nous allons au cinéma ce soir.,A2
23,Nous allons au cinéma ce soir.,A2
24,Elle a deux frères et une sœur.,A2
25,Elle travaille dans une banque.,A2
26,Nous avons une grande maison.,A2
27,Il fait froid aujourd'hui.,A2
28,Il aime jouer au football.,A2
29,Il aime jouer au football.,A2
30,Il aime jouer au football.,A2
31,Elle travaille dans une banque.,A2
32,Elle a deux frères et une sœur.,A2
33,Où est la bibliothèque?,A2
34,Elle travaille dans une banque.,A2
35,Où est la bibliothèque?,A2
36,Il fait froid aujourd'hui.,A2
37,"Je voudrais un café, s'il vous plaît.",A2
38,Elle a deux frères et une sœur.,A2
39,Elle a deux frères et une sœur.,A2
40,Nous allons au cinéma ce soir.,A2
41,"Je voudrais un café, s'il vous plaît.",A2
42,Elle a deux frères et une sœur.,A2
43,Il aime jouer au football.,A2
44,Je vais au supermarché.,A2
45,Je vais au supermarché.,A2
46,Tu as un joli sourire.,A2
47,"Je voudrais un café, s'il vous plaît.",A2
48,Je vais au supermarché.,A2
49,Nous allons au cinéma ce soir.,A2
50,Tu as un joli sourire.,A2
51,"Je voudrais un café, s'il vous plaît.",A2
52,"Je voudrais un café, s'il vous plaît.",A2
53,Il aime jouer au football.,A2
54,Elle travaille dans une banque.,A2
55,Tu as un joli sourire.,A2
56,Où est la bibliothèque?,A2
57,Nous avons une grande maison.,A2
58,Où est la bibliothèque?,A2
59,Nous allons au cinéma ce soir.,A2
60,Nous allons au cinéma ce soir.,A2
61,Tu as un joli sourire.,A2
62,Où est la bibliothèque?,A2
63,Il fait froid aujourd'hui.,A2
64,Elle travaille dans une banque.,A2
65,Elle travaille dans une banque.,A2
66,Elle a deux frères et une sœur.,A2
67,Nous avons une grande maison.,A2
68,Où est la bibliothèque?,A2
69,Il fait froid aujourd'hui.,A2
70,Il aime jouer au football.,A2
71,Il aime jouer au football.,A2
72,Nous avons une grande maison.,A2
73,Il aime jouer au football.,A2
74,Nous avons une grande maison.,A2
75,Il aime jouer au football.,A2
76,Nous allons au cinéma ce soir.,A2
77,Nous avons une grande maison.,A2
78,Où est la bibliothèque?,A2
79,Nous avons une grande maison.,A2
80,Elle a deux frères et une sœur.,A2
81,Elle travaille dans une banque.,A2
82,Il aime jouer au football.,A2
83,Elle travaille dans une banque.,A2
84,Elle a deux frères et une sœur.,A2
85,Il fait froid aujourd'hui.,A2
86,Nous allons au cinéma ce soir.,A2
87,Elle a deux frères et une sœur.,A2
88,"Je voudrais un café, s'il vous plaît.",A2
89,Il fait froid aujourd'hui.,A2
90,Nous avons une grande maison.,A2
91,Elle a deux frères et une sœur.,A2
92,Nous avons une grande maison.,A2
93,Tu as un joli sourire.,A2
94,Nous allons au cinéma ce soir.,A2
95,Tu as un joli sourire.,A2
96,"Je voudrais un café, s'il vous plaît.",A2
97,Où est la bibliothèque?,A2
98,Il aime jouer au football.,A2
99,Tu as un joli sourire.,A2
100,Il aime jouer au football.,A2
101,Elle travaille dans une banque.,A2
102,Tu as un joli sourire.,A2
103,"Je voudrais un café, s'il vous plaît.",A2
104,Où est la bibliothèque?,A2
105,Je vais au supermarché.,A2
106,Nous allons au cinéma ce soir.,A2
107,Où est la bibliothèque?,A2
108,Nous allons au cinéma ce soir.,A2
109,Nous avons une grande maison.,A2
110,Où est la bibliothèque?,A2
111,Où est la bibliothèque?,A2
112,Elle a deux frères et une sœur.,A2
113,Où est la bibliothèque?,A2
114,Elle a deux frères et une sœur.,A2
115,Où est la bibliothèque?,A2
116,Tu as un joli sourire.,A2
117,Il fait froid aujourd'hui.,A2
118,Nous allons au cinéma ce soir.,A2
119,"Je voudrais un café, s'il vous plaît.",A2
120,Où est la bibliothèque?,A2
121,Je vais au supermarché.,A2
122,Je vais au supermarché.,A2
123,Tu as un joli sourire.,A2
124,Nous avons une grande maison.,A2
125,"Je voudrais un café, s'il vous plaît.",A2
126,"Je voudrais un café, s'il vous plaît.",A2
127,Elle a deux frères et une sœur.,A2
128,Elle a deux frères et une sœur.,A2
129,Je vais au supermarché.,A2
130,Nous allons au cinéma ce soir.,A2
131,Elle travaille dans une banque.,A2
132,Il fait froid aujourd'hui.,A2
133,Elle travaille dans une banque.,A2
134,Il aime jouer au football.,A2
135,Je vais au supermarché.,A2
136,Où est la bibliothèque?,A2
137,Elle a deux frères et une sœur.,A2
138,Elle travaille dans une banque.,A2
139,Tu as un joli sourire.,A2
140,Il aime jouer au football.,A2
141,Je vais au supermarché.,A2
142,Nous allons au cinéma ce soir.,A2
143,Il fait froid aujourd'hui.,A2
144,Nous avons une grande maison.,A2
145,Il fait froid aujourd'hui.,A2
146,Tu as un joli sourire.,A2
147,Il fait froid aujourd'hui.,A2
148,Tu as un joli sourire.,A2
149,Elle travaille dans une banque.,A2
150,Nous avons une grande maison.,A2
151,"Je voudrais un café, s'il vous plaît.",A2
152,Je vais au supermarché.,A2
153,Je vais au supermarché.,A2
154,Nous avons une grande maison.,A2
155,"Je voudrais un café, s'il vous plaît.",A2
156,Il aime jouer au football.,A2
157,Tu as un joli sourire.,A2
158,Nous avons une grande maison.,A2
159,Il fait froid aujourd'hui.,A2
160,"Je voudrais un café, s'il vous plaît.",A2
161,Où est la bibliothèque?,A2
162,"Je voudrais un café, s'il vous plaît.",A2
163,Elle travaille dans une banque.,A2
164,Il fait froid aujourd'hui.,A2
165,Il fait froid aujourd'hui.,A2
166,Tu as un joli sourire.,A2
167,Tu as un joli sourire.,A2
168,Il fait froid aujourd'hui.,A2
169,Où est la bibliothèque?,A2
170,"Je voudrais un café, s'il vous plaît.",A2
171,Je vais au supermarché.,A2
172,"Je voudrais un café, s'il vous plaît.",A2
173,Nous avons une grande maison.,A2
174,Nous allons au cinéma ce soir.,A2
175,Il aime jouer au football.,A2
176,Nous allons au cinéma ce soir.,A2
177,Il fait froid aujourd'hui.,A2
178,"Je voudrais un café, s'il vous plaît.",A2
179,"Je voudrais un café, s'il vous plaît.",A2
180,Elle travaille dans une banque.,A2
181,Il fait froid aujourd'hui.,A2
182,Tu as un joli sourire.,A2
183,Il aime jouer au football.,A2
184,Je vais au supermarché.,A2
185,"Je voudrais un café, s'il vous plaît.",A2
186,Où est la bibliothèque?,A2
187,Il aime jouer au football.,A2
188,Nous allons au cinéma ce soir.,A2
189,Tu as un joli sourire.,A2
190,Il aime jouer au football.,A2
191,Elle travaille dans une banque.,A2
192,Elle travaille dans une banque.,A2
193,Tu as un joli sourire.,A2
194,Nous avons une grande maison.,A2
195,"Je voudrais un café, s'il vous plaît.",A2
196,Elle travaille dans une banque.,A2
197,Il fait froid aujourd'hui.,A2
198,"Je voudrais un café, s'il vous plaît.",A2
199,Il aime jouer au football.,A2
200,Où est la bibliothèque?,A2
201,"Je voudrais un café, s'il vous plaît.",A2
202,Il aime jouer au football.,A2
203,Elle a deux frères et une sœur.,A2
204,Il fait froid aujourd'hui.,A2
205,Elle a deux frères et une sœur.,A2
206,Il fait froid aujourd'hui.,A2
207,Elle travaille dans une banque.,A2
208,Je vais au supermarché.,A2
209,Elle a deux frères et une sœur.,A2
210,Où est la bibliothèque?,A2
211,Il aime jouer au football.,A2
212,Il aime jouer au football.,A2
213,"Je voudrais un café, s'il vous plaît.",A2
214,Nous avons une grande maison.,A2
215,Elle travaille dans une banque.,A2
216,"Je voudrais un café, s'il vous plaît.",A2
217,Elle a deux frères et une sœur.,A2
218,Il aime jouer au football.,A2
219,Tu as un joli sourire.,A2
220,"Je voudrais un café, s'il vous plaît.",A2
221,"Je voudrais un café, s'il vous plaît.",A2
222,Nous avons une grande maison.,A2
223,Elle a deux frères et une sœur.,A2
224,Nous avons une grande maison.,A2
225,Elle a deux frères et une sœur.,A2
226,Tu as un joli sourire.,A2
227,Elle travaille dans une banque.,A2
228,Elle a deux frères et une sœur.,A2
229,Elle a deux frères et une sœur.,A2
230,"Je voudrais un café, s'il vous plaît.",A2
231,Où est la bibliothèque?,A2
232,"Je voudrais un café, s'il vous plaît.",A2
233,Elle travaille dans une banque.,A2
234,Il aime jouer au football.,A2
235,Je vais au supermarché.,A2
236,Il fait froid aujourd'hui.,A2
237,Elle a deux frères et une sœur.,A2
238,Elle travaille dans une banque.,A2
239,Il fait froid aujourd'hui.,A2
240,Où est la bibliothèque?,A2
241,Elle a deux frères et une sœur.,A2
242,Elle travaille dans une banque.,A2
243,Elle travaille dans une banque.,A2
244,Nous avons une grande maison.,A2
245,"Je voudrais un café, s'il vous plaît.",A2
246,Elle travaille dans une banque.,A2
247,Elle a deux frères et une sœur.,A2
248,Je vais au supermarché.,A2
249,Il aime jouer au football.,A2
250,Je vais au supermarché.,A2
251,Où est la bibliothèque?,A2
252,Elle travaille dans une banque.,A2
253,"Je voudrais un café, s'il vous plaît.",A2
254,Nous avons une grande maison.,A2
255,Je vais au supermarché.,A2
256,Elle a deux frères et une sœur.,A2
257,Nous allons au cinéma ce soir.,A2
258,"Je voudrais un café, s'il vous plaît.",A2
259,"Je voudrais un café, s'il vous plaît.",A2
260,Tu as un joli sourire.,A2
261,"Je voudrais un café, s'il vous plaît.",A2
262,Il aime jouer au football.,A2
263,Elle a deux frères et une sœur.,A2
264,Elle a deux frères et une sœur.,A2
265,Il fait froid aujourd'hui.,A2
266,Il fait froid aujourd'hui.,A2
267,Tu as un joli sourire.,A2
268,Elle travaille dans une banque.,A2
269,Je vais au supermarché.,A2
270,"Je voudrais un café, s'il vous plaît.",A2
271,Nous allons au cinéma ce soir.,A2
272,"Je voudrais un café, s'il vous plaît.",A2
273,Nous avons une grande maison.,A2
274,Il aime jouer au football.,A2
275,Il aime jouer au football.,A2
276,"Je voudrais un café, s'il vous plaît.",A2
277,Je vais au supermarché.,A2
278,Nous allons au cinéma ce soir.,A2
279,Nous avons une grande maison.,A2
280,Nous avons une grande maison.,A2
281,Il fait froid aujourd'hui.,A2
282,Elle travaille dans une banque.,A2
283,Tu as un joli sourire.,A2
284,Elle a deux frères et une sœur.,A2
285,"Je voudrais un café, s'il vous plaît.",A2
286,Elle travaille dans une banque.,A2
287,Nous allons au cinéma ce soir.,A2
288,Nous allons au cinéma ce soir.,A2
289,Il aime jouer au football.,A2
290,Elle a deux frères et une sœur.,A2
291,Je vais au supermarché.,A2
292,"Je voudrais un café, s'il vous plaît.",A2
293,"Je voudrais un café, s'il vous plaît.",A2
294,Elle travaille dans une banque.,A2
295,Nous allons au cinéma ce soir.,A2
296,Je vais au supermarché.,A2
297,"Je voudrais un café, s'il vous plaît.",A2
298,Nous avons une grande maison.,A2
299,Il aime jouer au football.,A2
300,Tu as un joli sourire.,A2
301,Il fait froid aujourd'hui.,A2
302,Elle travaille dans une banque.,A2
303,Nous allons au cinéma ce soir.,A2
304,Elle a deux frères et une sœur.,A2
305,Tu as un joli sourire.,A2
306,Où est la bibliothèque?,A2
307,Où est la bibliothèque?,A2
308,"Je voudrais un café, s'il vous plaît.",A2
309,Il aime jouer au football.,A2
310,Nous allons au cinéma ce soir.,A2
311,Il aime jouer au football.,A2
312,Nous avons une grande maison.,A2
313,"Je voudrais un café, s'il vous plaît.",A2
314,Elle travaille dans une banque.,A2
315,Tu as un joli sourire.,A2
316,Je vais au supermarché.,A2
317,"Je voudrais un café, s'il vous plaît.",A2
318,Je vais au supermarché.,A2
319,Nous avons une grande maison.,A2
320,Elle a deux frères et une sœur.,A2
321,Tu as un joli sourire.,A2
322,Tu as un joli sourire.,A2
323,Elle a deux frères et une sœur.,A2
324,Tu as un joli sourire.,A2
325,Je vais au supermarché.,A2
326,"Je voudrais un café, s'il vous plaît.",A2
327,Il fait froid aujourd'hui.,A2
328,Nous allons au cinéma ce soir.,A2
329,Il fait froid aujourd'hui.,A2
330,Nous avons une grande maison.,A2
331,Il fait froid aujourd'hui.,A2
332,Tu as un joli sourire.,A2
333,Il fait froid aujourd'hui.,A2
334,Elle a deux frères et une sœur.,A2
335,Il aime jouer au football.,A2
336,Il aime jouer au football.,A2
337,Il fait froid aujourd'hui.,A2
338,Nous allons au cinéma ce soir.,A2
339,Elle travaille dans une banque.,A2
340,Elle a deux frères et une sœur.,A2
341,"Je voudrais un café, s'il vous plaît.",A2
342,Tu as un joli sourire.,A2
343,"Je voudrais un café, s'il vous plaît.",A2
344,Où est la bibliothèque?,A2
345,Il aime jouer au football.,A2
346,Il fait froid aujourd'hui.,A2
347,Où est la bibliothèque?,A2
348,Tu as un joli sourire.,A2
349,Nous allons au cinéma ce soir.,A2
350,Il aime jouer au football.,A2
351,Elle a deux frères et une sœur.,A2
352,Je vais au supermarché.,A2
353,Il aime jouer au football.,A2
354,Nous avons une grande maison.,A2
355,Il fait froid aujourd'hui.,A2
356,Où est la bibliothèque?,A2
357,Nous avons une grande maison.,A2
358,Elle a deux frères et une sœur.,A2
359,Tu as un joli sourire.,A2
360,"Je voudrais un café, s'il vous plaît.",A2
361,Nous avons une grande maison.,A2
362,"Je voudrais un café, s'il vous plaît.",A2
363,Où est la bibliothèque?,A2
364,"Je voudrais un café, s'il vous plaît.",A2
365,Nous avons une grande maison.,A2
366,Tu as un joli sourire.,A2
367,"Je voudrais un café, s'il vous plaît.",A2
368,"Je voudrais un café, s'il vous plaît.",A2
369,Nous avons une grande maison.,A2
370,Où est la bibliothèque?,A2
371,Où est la bibliothèque?,A2
372,Où est la bibliothèque?,A2
373,Nous avons une grande maison.,A2
374,Je vais au supermarché.,A2
375,Il fait froid aujourd'hui.,A2
376,Il fait froid aujourd'hui.,A2
377,Je vais au supermarché.,A2
378,Nous allons au cinéma ce soir.,A2
379,Elle travaille dans une banque.,A2
380,Il fait froid aujourd'hui.,A2
381,Elle a deux frères et une sœur.,A2
382,Nous allons au cinéma ce soir.,A2
383,Nous avons une grande maison.,A2
384,Il fait froid aujourd'hui.,A2
385,Il fait froid aujourd'hui.,A2
386,Je vais au supermarché.,A2
387,Elle travaille dans une banque.,A2
388,Où est la bibliothèque?,A2
389,Il fait froid aujourd'hui.,A2
390,Il fait froid aujourd'hui.,A2
391,Il fait froid aujourd'hui.,A2
392,Je vais au supermarché.,A2
393,Nous avons une grande maison.,A2
394,Elle a deux frères et une sœur.,A2
395,Je vais au supermarché.,A2
396,Il fait froid aujourd'hui.,A2
397,Où est la bibliothèque?,A2
398,Où est la bibliothèque?,A2
399,Il fait froid aujourd'hui.,A2
400,Elle a deux frères et une sœur.,A2
401,Nous avons une grande maison.,A2
402,Nous avons une grande maison.,A2
403,Elle a deux frères et une sœur.,A2
404,Il fait froid aujourd'hui.,A2
405,Elle travaille dans une banque.,A2
406,Où est la bibliothèque?,A2
407,Il aime jouer au football.,A2
408,"Je voudrais un café, s'il vous plaît.",A2
409,Elle travaille dans une banque.,A2
410,Où est la bibliothèque?,A2
411,Il fait froid aujourd'hui.,A2
412,Tu as un joli sourire.,A2
413,Il fait froid aujourd'hui.,A2
414,Elle a deux frères et une sœur.,A2
415,Où est la bibliothèque?,A2
416,Il aime jouer au football.,A2
417,"Je voudrais un café, s'il vous plaît.",A2
418,Où est la bibliothèque?,A2
419,Il aime jouer au football.,A2
420,Elle a deux frères et une sœur.,A2
421,Il fait froid aujourd'hui.,A2
422,Elle travaille dans une banque.,A2
423,Je vais au supermarché.,A2
424,Elle a deux frères et une sœur.,A2
425,Elle travaille dans une banque.,A2
426,Elle a deux frères et une sœur.,A2
427,"Je voudrais un café, s'il vous plaît.",A2
428,Nous allons au cinéma ce soir.,A2
429,Où est la bibliothèque?,A2
430,Nous allons au cinéma ce soir.,A2
431,Je vais au supermarché.,A2
432,Il aime jouer au football.,A2
433,Il fait froid aujourd'hui.,A2
434,Il fait froid aujourd'hui.,A2
435,Il aime jouer au football.,A2
436,Nous avons une grande maison.,A2
